normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
malware,8,secid:reference/texas.gov/cybersecurity-terminology,Texas DIR Cybersecurity Terminology,Malware,"A program that is inserted into a system, usually covertly, with the intent of compromising the confidentiality, integrity, or availability of the victim’s data, applications, or operating system or of otherwise annoying or disrupting the victim.",https://dir.texas.gov/resource-library-item/cybersecurity-terminology#malware
malware,8,secid:reference/ct.gov/cybersecurity-glossary,Connecticut Cybersecurity Glossary (CGA OLR),Malware,"Malware is malicious code or software, including viruses, spyware, and other unwanted software that is installed onto a computer or other equipment without the user's consent. Malware can be used to steal information including users' credentials or cause programs to crash or act erratically.",malware
malware,8,secid:reference/cyber.gc.ca/glossary,Canadian Centre for Cyber Security Glossary,Malware,"Malicious software designed to infiltrate or damage a computer system, without the owner's consent. Common forms of malware include computer viruses, worms, Trojans, spyware, and adware.",https://www.cyber.gc.ca/en/glossary#malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"An application that is covertly inserted into another piece of software (e.g., operating system, application) with the intent to steal or destroy data, run destructive or intrusive programs, or otherwise compromise the confidentiality, integrity, or availability of the victim’s data, applications, or operating system.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Software or firmware intended to perform an unauthorized process that will have an adverse impact on the confidentiality, integrity, or availability of a system. Examples of malicious code include viruses, worms, Trojan horses, spyware, some forms of adware, or other code-based entities that infect a host.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Hardware, firmware, or software that is intentionally included or inserted in a system for a harmful purpose.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,See Malicious Code.,https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Software or firmware intended to perform an unauthorized process that will have adverse impact on the confidentiality, integrity, or availability of an information system. A virus, worm, Trojan horse, or other code-based entity that infects a host. Spyware and some forms of adware are also examples of malicious code.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"A program that is inserted into a system, usually covertly, with the intent of compromising the confidentiality, integrity, or availability of the victim’s data, applications, or operating system or of otherwise annoying or disrupting the victim.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,See malicious code and malicious logic.,https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Software designed and operated by an adversary to violate the security of a computer (includes spyware, virus programs, root kits, and Trojan horses).",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Software or firmware intended to perform an unauthorized process that will have adverse impact on the confidentiality, integrity, or availability of a system. A virus, worm, Trojan horse, or other code-based entity that infects a host. Spyware and some forms of adware are also examples of malicious code.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"A program that is written intentionally to carry out annoying or harmful actions, which includes Trojan horses, viruses, and worms.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"A virus, worm, Trojan horse, or other code-based malicious entity that successfully infects a host.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,See “Malware”.,https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"A computer program that is covertly placed onto a computer with the intent to compromise the privacy, accuracy, or reliability of the computer’s data, applications, or operating system.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"A program that is covertly inserted into another program with the intent to destroy data, run destructive or intrusive programs, or otherwise compromise the confidentiality, integrity, or availability of the victim’s data, applications, or operating system.",https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,See Malicious malicious Ccode.,https://csrc.nist.gov/glossary/term/malware
malware,8,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,malware,"Software or firmware intended to perform an unauthorized process that will have adverse impact on the confidentiality, integrity, or availability of an information system. A virus, worm, Trojan horse, or other code-based entity that infects a host.",https://csrc.nist.gov/glossary/term/malware
