term,definition,sources,source_anchor
Automated Asset Discovery,This capability allows the Configuration Management process to identify new and changing assets across the infrastructure and maintains the existing inventory of Configuration Items. Usually a process must be in place to formalize ownership for these new assets.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#automated-asset-discovery
Automated Ticketing,The capability of having system generated events automatically spawn incidents.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#automated-ticketing
Automation Gateway,Automation gateways are single or multiple devices that can operate as masters “host” or subordinates “slaves” to transmit data using serial lines or TCP/IP between disparate electronic devices. Manufacturers build automation gateways to transmit signals from instrumentation and control devices back to a main controller or data gathering system.,http://www.bb-elec.com/Learning-Center/All-White-Papers/Modbus/The-Answer-to-the-14-Most-Frequently-,https://cloudsecurityalliance.org/cloud-security-glossary#automation-gateway
Availability,The ability of a configuration item or IT Service to perform its agreed Function when required. Availability is usually calculated as a percentage. This calculation is often based on Agreed Service Time and Downtime. It is best practice to calculate availability using measurements of the Business output of the IT Service.,"Information Technology Infrastructure Library (ITIL). IT Service Management and the IT Infrastructure Library (ITIL). IT Infrastructure Library (ITIL) at the University of Utah. Retrieved June 15, 2021, from https://itil.it.utah.edu/index.html.",https://cloudsecurityalliance.org/cloud-security-glossary#availability
Availability Management,The overall process that manages the availability of services to their users (both internal and external).,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#availability-management
Availability Services,"Concerned with assuring the availability of infrastructure components to match the service level objectives. Controls at this level include mirroring of data between geographically dispersed sites, redundant components and the processes for switching between them.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#availability-services
BIA,"Business Impact Assessment (BIA) information regarding the consequences to the organization if a business process and/or its data was unavailable, lost, or stolen.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Information Services,https://cloudsecurityalliance.org/cloud-security-glossary#bia
BOSS,Business Operation Support Services (BOSS).,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Information Services,https://cloudsecurityalliance.org/cloud-security-glossary#boss
BQP,"The class of problems that can be efficiently solved by quantum computers is called BQP (bounded error, quantum, polynomial time). Quantum computers only run probabilistic algorithms, so BQP on quantum computers is the counterpart of BPP (bounded error, probabilistic, polynomial time) on classical computers. BQP is defined as a set of problems solvable with a polynomial-time algorithm, whose probability of error is bounded away from one half. A quantum computer is said to “solve” a problem if, for every instance, its answer will be correct with high probability. If that solution runs in polynomial time, then the problem is in BQP. It is suspected that no Nondeterministic Polynomial-time hardness (NP-hard) problems exist in BQP.",Quantum Safe Security Glossary : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#bqp
Background Screening,"Background verification for personnel, contractors, and third-parties must be in place and should be proportional to the data classification to be accessed under local laws, regulations, and ethics.",Enterprise Architecture Reference Guide v2 : CSA : Business Operation Support Services (BOSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#background-screening
Barriers,"Deny or limit physical access to a facility or portions of it (e.g., bollards placed between a facility and roadways to prohibit vehicular approach).",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#barriers
